,area_code,value,qc_valid_start,qc_valid_end,date,year,month,day,hour,dayweek,timestamp
291,NSW_PT005,0.0,,,2015-06-23 03:00:00,2015,6,23,3,1,2015062303
292,NSW_PT005,0.0,,,2015-06-23 04:00:00,2015,6,23,4,1,2015062304
293,NSW_PT005,0.0,,,2015-06-23 05:00:00,2015,6,23,5,1,2015062305
294,NSW_PT005,0.0,,,2015-06-23 06:00:00,2015,6,23,6,1,2015062306
295,NSW_PT005,0.0,,,2015-06-23 07:00:00,2015,6,23,7,1,2015062307
296,NSW_PT005,0.0,,,2015-06-23 08:00:00,2015,6,23,8,1,2015062308
297,NSW_PT005,0.0,,,2015-06-23 09:00:00,2015,6,23,9,1,2015062309
298,NSW_PT005,0.0,,,2015-06-23 10:00:00,2015,6,23,10,1,2015062310
299,NSW_PT005,0.0,,,2015-06-23 11:00:00,2015,6,23,11,1,2015062311
300,NSW_PT005,0.0,,,2015-06-23 12:00:00,2015,6,23,12,1,2015062312
301,NSW_PT005,0.0,,,2015-06-23 13:00:00,2015,6,23,13,1,2015062313
302,NSW_PT005,0.0,,,2015-06-23 14:00:00,2015,6,23,14,1,2015062314
303,NSW_PT005,0.0,,,2015-06-23 15:00:00,2015,6,23,15,1,2015062315
304,NSW_PT005,0.0,,,2015-06-23 16:00:00,2015,6,23,16,1,2015062316
